제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,대분류,중분류,소분류,분류근거_키워드,분류신뢰도,출산양육관련여부,수집키워드,수집방식,제외사유,웹크롤링_상세본문,크롤링상태,보정필터_소스
PROP-198713,마포구 대흥로20안길 어린이 보호구역 및 일방통행  지정 제안,마포구 대흥로20안길 어린이 보호구역 및 일방통행  지정 제안,2025-03-16,2025,102.0,5,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198713,일·가정 양립·부모 노동,유연근무·재택근무,부모 노동시간·돌봄 병행,"부모_노동시간: 출근 + 부모, 아동_안전환경: 안전/보호구역 + 부모",중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"안녕하세요. 노고가 많으십니다.
첫번째로 마포구의 용강초등학교 등굣길을 개선 제안하고자 글을 올립니다.
학교로 진입하는 길 중 백범로17길과 대흥로20안길이 있는데 백범로17길은 어린이 보호구역으로 지정이 되어 있고 대흥로 20안길은 지정이 안되어 있어. 학교로 등교하는 모든 길이 안전한 등굣길로 개선되고자 제안을 합니다.
똑같이 학교로 진입하는 길인데 차별을 두는건 안된다고 생각합니다. 어린이의 안전에는 차별이 없습니다.
두번째로는  백범로17길은 어린이 안전구역이다 보니 불법주차가 거의 없는데 대흥로 20안길은 불법 주차로 아이들 등교와 출근하는 차와 맞물려 위험에 노출된 상태에서 불법 주차된 차량들로 좁은길이 더 좁아져 위험성이 더 높습니다.
더군다나 양방향으로 차량이 다닐 수 있다보니 양쪽에서 챠랑이 오면 차는 물론이고 아이들 및 어른들도 어디로 피해야 할지 모르는 상황이 올 때가 많습니다. 이에 어린이 보호구역은 물론 일방통행 길로 지정을 하여 위험수위를 낮추고자 제안합니다.
세번째로 주차로 주민들 간의 싸움이 있습니다. 혼자 불법 주차하겠다고 오토바이, 자전거, 배너 간판 등 여러 물건으로 자리를 차지한 다음 다른 차는 주정차를 못하게 막아 놓고 혹여나 다른 차가 잠시 주정차를 하고 있으면 당장 빼라고 싸웁니다. 근데 알고 보면 그 사람도 그 집 앞이나 그 동네 사는 사람이 아닙니다. 그리고 최근 빌라들도 몇 개 생겨 주차장이 있는 건물들이 생겼는데 이른 아침이나 늦은 밤 차량 입출차를 못해 차량 주인 찾는다고 큰소리로 차주를 찾는 경우도 있습니다.
대흥로 20안길에 주차를 할 수 있게 그냥 두실거면 싸우지 않고, 주차장이 있는 차주들이 차량을 입출차 못하는 상황이 없게
거주자우선주차 구역으로 몇 개 만들어 주셨으면 합니다. 벽에는 마포구청 이름으로 주차금지라고 쓰여 있는데 왜 어린이 보호구역이며, 일방통행, 주차단속을 안하는지 모르겠습니다.
위험과 불편이 많은 대흥로20안길의 개선을 제안합니다. 용강초등학교에서도 학교 주변 길의 일방통행 학부모 의견 수렴을 했었습니다. 이는 아이들의 안전한 등교를 위함으로 여겨집니다.
1. 어린이 보호구역 지정으로 아이들의 안전한 등굣길 확보
2. 일방통행 지정으로 차량 및 사람 통행 보호 확보
3. 거주자우선주차 지정으로 이웃간의 불화 해소 및 불편 해소
이중 하나라도 이행해 주시기 바랍니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-198232,서울형키즈카페 등 이용시간 연장,서울형키즈카페 등 이용시간 연장,2025-02-18,2025,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198232,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,"육아, 어린이집",상,직접관련,서울형키즈카페,기존 1차 직접키워드 수집,,"서울시 정책으로 여러 지역에 서울형키즈카페가 생겨서 아주 유용히 이용 하고 있음에 정말 감사드립니다
하지만 이용가능 시간이 워킹맘들에겐 맞지 않아 제안드립니다
보통 워킹맘들은 아이를 어린이집에 보내서 하원하러 가면 16:30분 정도 입니다
하지만 서울형 키즈카페, 용산 꿈나무놀이터, 여러 박물관 등 의 평일 이용시간이 17:30분 까지 밖에 안되어 한시간도 채 이용을 못하는 경우가 많습니다
18:00로 30분이라도 더 늘려 주시면 육아에 많은 도움이 될것 같습니다
꼭좀 반영 부탁드립니다",웹크롤링 성공,검증용137_웹본문포함
PROP-197918,어린이보호구역 시간제 운영,어린이보호구역 시간제 운영,2025-02-04,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197918,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,어린이집,상,직접관련,아동_안전환경: 보호구역 + 어린이,기존 1차 직접키워드 수집,,"어린이 보호구역 시간제 운영 제안합니다
예를들면 저녁 9시 이후부터 익일 오전 6시까지 속도제한 해제 및 어린이보호구역 일시 해제
새벽 한두시에 어린이집 앞 초등학교 앞 횡단보도 길건너는 아이들이 누가있다고..
실효성에 대해 생각해봤으면 합니다",웹크롤링 성공,검증용137_웹본문포함
PROP-197873,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,2025-02-03,2025,85.0,14,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,"양육, 신혼부부",상,직접관련,양육,기존 1차 직접키워드 수집,,"현재 sh공사에서 모집하는 구 역세권 청년주택 현 청년안심주택에서 반려동물 양육 및 출입금지를 주요 퇴거사항으로 기재해 놓고 있습니다.
흡연이나 층간소음 등 기타 다른세대에 불편을 끼치는 사항은 당연히 금지되어야 하나 반려동물의 양육 심지어 출입까지 금지시키는 것은 시대착오적 규정이라고 생각합니다.
해당규정때문에 기존에 반려동물을 양육중인 청년 또는 신혼부부는 입주를 포기하거나 파양하는 등 오히려 반려동물의 유기를 조장하고 있습니다.
반려동물이 시설을 훼손하는 경우 퇴거시 복구의무를 부여하면 되는 것이지 원천금지하는 것은 과한 규정이라고 생각합니다.
반려동물을 양육하는 세대가 갈수록 늘어나고 있는 만큼 관련규정도 다시 검토해주시길 부탁드립니다.
감사합니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-197859,36개월 아이도 등하원돌봄이 필요합니다,36개월 아이도 등하원돌봄이 필요합니다,2025-02-03,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197859,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,"출생, 영유아, 양육, 어린이집, 조부모 돌봄",상,직접관련,등하원,기존 1차 직접키워드 수집,,"？
2023년 9월부터 서울시민 대상으로 조부모 돌봄수당이 시행되었습니다.
맞벌이로 인해 조부모에게 실질적으로 양육을 의전헤야하는 서울시 양육자에게 꼭 필요한 사업이었고 이러한 정책이 약 10년만의 서울시 출생율을 올리는데 일조했다고 생각합니다!
하지만 지원대상이 24-36개월로, 도움이 많이 필여하고 4시 30분을 어린이집 기존 하원시간으로 정해진
36~48개월, 즉 법적 영아에게는 아무 지원이 없습니다!
최소한 48개월 영아 또는 7세 미만의 미취학 영유아가 스스로 등하원을 할 수 없음을. 서울시에서 정책적으로 지원하기를 희망합니다!!
이는 서울시의 출생율증가와 시니어에 대한 일자리 증가와 사회참여도 증가에 기여할 것입니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-197676,애완견 외출시 기저귀 채워 주세요,애완견 외출시 기저귀 채워 주세요,2025-01-05,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197676,다자녀·양육비·생활지원,양육비·생활비 지원,분유·기저귀·아동수당·부모급여,기저귀,상,직접관련,기저귀,확장 1차 생활키워드 수집,,"근래 애완견을 기르는 인구가 폭발적으로 늘어나고 있습니다.
그런데 주변분들에게 많은 피해를 주고 있습니다.
본인은 사랑하는 애완견이지만
개를 싫어하는 분들에게는 혐오물이 될 수 있습니다.
1. 짖어서 소음
2. 털이 빠져 날려서 호흡기 장애
3. 주면에 냄새
요즘 개를 데리고 운동시킨다며 다니는데
개는 외출하면 습관적으로 소변으로 표시하는 버릇이 있습니다.
어떤 때는 똥을 싸고 치우지도 않아 눈살을 찌푸리게 합니다.
그래서 길거리나 공원 등에 냄새가 많이 납니다.
그리고 병균을 옮길 수도 있습니다.
그래서 캠페인을 해 주셨으면 합니다.
애완견 외출시 기저귀를 채우자",웹크롤링 성공,검증용137_웹본문포함
PROP-197295,어린이 등하굣길 교통안전지도 사업제안,어린이 등하굣길 교통안전지도 사업제안,2024-10-20,2024,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197295,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 안전 + 부모,중,조합관련,아동_안전환경: 안전 + 어린이,2차 문맥조합 수집,,"현황 및 문제점
아이들은 보통 안전을 위해 부모랑 같이 등교하는데  맞벌이 부부등은 아이랑 동행하는데 제약을 받는경우가 있어 간혹 혼자보내는 경우가 있을수 있는데 이런경우 아이들의 안전이 걱정될 우려가 있다는 문제가 있다
개선방안
초등학교 1~2학년을 대상으로 방향이 같은 8명 내의 아이들로 노선을 구성한 뒤 노선 당 1명의 지도사를 배치해 등 하굣길을 함께 한다
기대효과
맞벌이 부부등 아이랑 동행하기 어려운분들의 동행부담감 해소",웹크롤링 성공,검증용137_웹본문포함
PROP-196927,강남구 해찬솔 유아숲 체험 관련 건의사항입니다.,강남구 해찬솔 유아숲 체험 관련 건의사항입니다.,2024-08-26,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196927,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,교육·프로그램: 체험 + 유아,중,조합관련,교육·프로그램: 체험 + 유아,2차 문맥조합 수집,,"수업 내용은 정말 유익했고, 선생님도 두분이셔서 수업 진행도 매우 매끄럽고 좋았습니다.
다만 만남의 장소를 좀 더 자세하게 공지해주시면 좋을 거 같습니다. 초행길에 공원에서 좀 찾아다니게 되더라구요.
또한 공원에 주차할 곳이 없는데, 주변 세곡문화센터 토요일 주차(유료) 가능한 점도 같이 안내해주시면 예약하는데 도움이 될거 같습니다.
즐거운 체험 감사했습니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-196829,우리 아이들이 안전하게 자랄 수 있도록 사당 15구역 재개발 추진해 주세요.,우리 아이들이 안전하게 자랄 수 있도록 사당 15구역 재개발 추진해 주세요.,2024-08-13,2024,19.0,5,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196829,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,아동_안전환경: 안전 + 아이,기존 1차 직접키워드 수집,,"존경하는 오세훈 시장님 안녕하십니까
,
저는 아이의 아버지이자 신혼부부인 한 사람입니다
.
저는 동작구 사당
1
동에 작은 빌라 하나를 가지고 있습니다
.
저는 어릴때부터 아이를 많이 가지는 것이 꿈이었습니다
.
하지만
,
서울의 집값이 너무 비싸고 지금 소유한 빌라의 여건 상
,
여러 아이에 부모님까지 모시고 살기에는 너무 작은 집이기에 그 꿈을 포기할 수 밖에 없었습니다
.
게다가
,
우리 사당
1
동은 차량이 지나다니기에도 길이 좁고 아이들이 뛰어놀기에도 위험하며
,
특히
'22
년을 포함하여 장마철에 자주 물에 잠기는 침수 지역으로 아이들을 마음 놓고 안전하게 키우기에는 많은 어려움이 있었습니다
.
이에 저는 저의 빌라가 넓고 안전한 아파트단지로 탈바꿈하여 아이를 많이 낳고 우리 아이들을 안전하게 차량 걱정 없이
,
수해 걱정 없이 키우려는 큰 꿈을 안고 우리 사당
1
동 사당
15
구역 신속통합구역에 대한 찬성표를 던졌습니다
.
우리 구역은 이번 부동산 대책으로 인한 용적률
330%
적용 시 조합원 이외에
1,000
세대 이상 일반분양이 가능하여 현재 공급 부족으로 천정부지로 치솟고 있는 서울시의 집값 안정화에도 일정부분 기여를 할 것이며
,
이는 시장님의
'
공급 확대를 통한 부동산 가격 안정화
'
라는 생각과도 일치합니다
.
하지만
,
우리 구역 내 신속통합 반대파
13%
들은 자신들이 원주민이고 빌라 소유자들로
'
사업성이 떨어진다
'
라는 계산으로 우리 구역 내의 순수한 찬성 주민
60%
의 의도를 왜곡하며 절대 소수임에도 우리 구역의 지정을 막고 있습니다
.
그들의 왜곡과 다르게, 빌라 소유주들은 소위 '거지'가 아니며 분담금을 부담하고 정당하게 새로운 아파트를 얻게 될 것입니다.
사당
1
동은 그들만의 것이 아닌
,
구역민 전체의 것이고 나아가 재개발 후 새로 사당동에 살게 될 새로운 주민들과 우리 미래 세대 모두의 것이기도 합니다
.
저는 오늘도 현재 구역민과 새로 분양받아 입주하는 새로운 주민들
,
그리고 임대 혜택에 의해 더불어 살게될 주민들이 모두 함께 안전하고 수해와 차량사고 걱정없이 살아가는
4,000
세대의 새로운 사당
1
동을 꿈꿉니다
.
부디 저와 우리 구역민들의 간절한 소원과 같이 서울 핵심지인 우리 사당
1
동에
1,000
세대 이상 고품질 주거공간 추가 공급과 우리 아이들의 미래를 위한 안전한 터전을 위한 사당
15
구역 지정과 신속한 추진을 부탁드립니다
.",웹크롤링 성공,검증용137_웹본문포함
PROP-196795,중곡역 서울형키즈카페,중곡역 서울형키즈카페,2024-08-09,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196795,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,"키즈카페애 수용인원이 점점 늘어나요
부모님들 까지 오면 100명입니다
안전사고 걱정됩니다
아직 어린아기들이 오는 곳인데 감염 위험도요 수",웹크롤링 성공,검증용137_웹본문포함
PROP-196711,장난감도서관의 소독시간 폐지,장난감도서관의 소독시간 폐지,2024-07-24,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196711,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,"출산, 육아",상,직접관련,장난감도서관,기존 1차 직접키워드 수집,,"？양천구 기준으로, 장난감 도서관 및 공동육아방은 소독시간이 있습니다.
하지만, 코로나 등 전염병이 있지 않은 상황에서 소독시간이 꼭 필요한지 확인이 필요할거같습니다. 다른 도서관 등에 비해 이용객이 많지도 않은데 소독시간에는 문을 걸어잠궈 방문시 기다린적이 있습니다. 안에서는 실질적으로 소독이 아닌 휴식을 취하시고 계시더라고요. 다른 도서관이나 공무원분들하고의 형평성에 맞지않을뿐더러 어른에 비해 컨디션 관리가 어려운 아이들에게 점심시간에 오후소독시간까지 피해서 방문하려니 남는시간이 적게만 느껴집니다. 출산률 저조 등으로 이용객이 줄어드는데 꼭 중간에 휴식 시간을 만들어야하는지 고민이 필요한거 같습니다. 기타 성인 도서관에 준하여 운영시간을 동일하게 하는게 맞을거 같습니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-196494,장애아를 위한 서울형키즈카페 제안,장애아를 위한 서울형키즈카페 제안,2024-06-30,2024,14.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196494,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,"안녕하세요? 7세 자폐성 장애를 가진 조카가 있습니다. 4세부터 장애를 알게 되었고 서울형 키즈카페를 여러군데, 여러번 이용해보았습니다. 저렴한 가격으로 깨끗하고 안전한 시설들로만 잘 꾸며져서 아이들이 이용하기 좋았습니다. 하지만 상대적으로 소통이 어렵고 질서 지키기가 잘 안되는 장애 아이의 특성상 일반 아이들과 같은 공간에서 놀기에 어려운점이 많습니다. 상주직원들의 장애아에 대한 이해도 부족합니다. 일반 아이들과 부모들과 직원들의 눈치를 보지 않고 장애아이들과 부모들이 좀더 즐겁고 마음 편하게 시간을 보낼 수 있는 장애아들만을 위한 서울형 키즈카페를 만들어주셨으면 좋겠습니다. 감각통합 놀잇감과 장애아의 특성을 이해해줄수 있는 상주직원들도 있으면 좋을거 같습니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-196434,고등학생 하원 택시 운영제도,고등학생 하원 택시 운영제도,2024-06-20,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196434,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,하원,상,직접관련,하원,확장 1차 생활키워드 수집,,"한국 고등학생들은 평일에 학교와 학원을 오가며 하루 평균 10시간 이상을 교육기관에서 보내고 있습니다. 학교 수업 이후 추가적인 학습을 위해 학원까지 다니는 생활 패턴은 고등학생들에게 극도의 스트레스와 피로감을 유발합니다. 학업 외적으로도 학생들의 생활 품질과 안전을 저해하는 요소를 개선하기 위해 지방자치단체 고유의 고등학생 하원 택시 운영제도 운영을 제안합니다.
학원이 끝나는 오후 9시~11시에는 택시 이용자가 소속학교 인증을 통해 학생임을 인증할 경우 지방자치단체가 적용한 저렴한 택시 요금으로 집까지 하원할 수 있게 하는겁니다. 또, 학생 혼자 택시를 타면 위험에 노출되기 쉽다는 문제를 해결하기 위해 생각한 방안으로는 해당 옵션의 택시 기사는 엄격한 운전자 선발 과정을 통과해야 하게 하는 것이 있습니다. 또는 자율주행자동차 기술을 이 정책에 활용하면 가장 좋을 것 같습니다.
학생들이 안전한 교통 이동을 보장받아 스트레스와 피로감을 줄일 수 있다는 가장 큰 장점이 있고, 학생들과 학부모들의 시간 관리 및 생활 편의성이 향상될 것입니다. 또, 공공 교통의 활용도가 높아지면서 개인 차량 운행으로 인한 환경 부담을 줄 일 수도 있습니다. 최종적으로는 혁신적인 교통 정책 도입으로 인해 지방자치단체의 이미지와 사회적 신뢰도가 향상될 것을 기대할 수 있습니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-195147,흡연에 대한 경범죄로 추가 제안. 아이와 시민들의 건강과 올바른 흡연습관을 위해 제안합니다.,흡연에 대한 경범죄로 추가 제안. 아이와 시민들의 건강과 올바른 흡연습관을 위해 제안합니다.,2023-09-26,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=195147,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,아동_안전환경: 흡연/범죄 + 아이,기존 1차 직접키워드 수집,,"아이와 시민들의 건강과 올바른 흡연습관을 위해 제안합니다.
출, 퇴근이 길이나 주말 경우 담배를 피면서 보행하는 흡연자들을 쉽게 볼 수 있습니다.
걸어가면서 담배를 피면 뒤에서 걷고 있는 노약자, 임산부, 환자, 어린아이, 학생 등 많은 사람들이 이러한 행위해 자신도 모르게 암에 걸리고 있습니다.
간접흡연은 굉장히 위험하며 몸이 약하거나 불편한 사람은 폐암에 걸릴 확률 또한 높습니다.
국내
사망률 1위
인
폐암
은
생존률이 28%
에 해당하고 있습니다.
간접흡연은 직접흡연보다 폐암에 걸릴 확률이 1.5배가 높습니다.
흡연자들의 시민의식이 개선되지 않기 때문에 다른 방법들이 필요한 것 같습니다.
담배꽁초 버리는 건 현재 경범죄로 추가되어 있는데 여기에 더해
보행 중 흡연 또한 경범죄로 추가하여 시민의 건강을 나라가 지켜줘야 할 것 같아 제안하게 됩니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-194687,난자냉동 지원 나이를 만28세로 하향해주세요.,난자냉동 지원 나이를 만28세로 하향해주세요.,2023-06-19,2023,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194687,임신·난임·생식건강,임신 준비·가임력 지원,가임력검사·난자냉동·예비부부검진,"출산, 임신, 육아",상,직접관련,난자냉동,기존 1차 직접키워드 수집,,"안녕하세요. 직장생활 하고있는 만27세 여성입니다. 요즘들어 가장 큰 고민은 결혼과 출산인데요. 현재 남자친구가 있으나 저와 비슷한 또래로 직장에 취업한지 이제 갓 일년 즈음 되었습니다.
결혼과 임신/ 출산/육아에 대해서 얘기나누며 미래를 그려보는 요즘 집장만부터 시작해서 최소한 한명정도 애를 낳으려면 드는 비용을 마련하기 위해서는 둘다 맞벌이를 하며 최소 4~5년 정도는 일을 해야한다고 결론이 나왔습니다. 그렇게 된다면 신체 나이가 들고 노산의 확률이 높아지므로 장애아 출산을 걱정하게 되어 미래가 점점 불안하게 느껴집니다.
그에 대비하기 위해서 올해 후반에서 내년 초에 난자냉동을 고려중인데 350~500 정도의 비용이 든다고 합니다. 젊고 건강한 난자로 건강한 아이를 출산하고 싶은 마음이 있는데, 비용이 중소기업 재직자가 감당하기엔 높은 금액이라 불안합니다.
정책을 확인해보니 만 30세 부터 지원을 하던데 지원 연령을 조금 더 낮추어 20대의 난자로 건강한 아이를 출산할 수 있도록 대비하고 싶은 결혼적령기의 20대 후반 여성들을 뒷바쳐주었으면 좋겠습니다.
오늘도 고생이 많으십니다. 감사합니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-194620,서울시 관내의 모유수유시설의 한글 명칭과 영문 명칭 통일 해 주세요.,서울시 관내의 모유수유시설의 한글 명칭과 영문 명칭 통일 해 주세요.,2023-06-10,2023,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194620,출산·산후 초기지원,산모 회복·건강관리,산후우울·산후검진·수유상담,육아,상,직접관련,모유수유,기존 1차 직접키워드 수집,,"수유시설 관리 표준 가이드라인을 보면
○ 수유시설이란 아기에게 수유(착유)가 필요할 때 언제든지 방문하여 편하게 이용할 수
있는 안전하고 쾌적한 공간을 구성하고 있는 시설을 의미하며 시설 이용자에 따라
다음과 같이 구분하여 정의한다.
- 모유수유/착유실 : 엄마와 아기 또는 수유부 전용 공간으로 편안한 상태에서 모유수유에
집중할 수 있고, 직접 모유수유가 어려운 경우 모유를 짜서 보관할 수 있도록 마련된 공간
- 가족수유실 : 기존의 수유실 이용 대상(엄마와 아기)을 가족(아빠 포함)으로 확대한 개념
으로 수유 외에도 기저귀 교환, 이유식 등 다양한 육아 활동이 가능한 공간
입니다. 그러나 서울시내의 모유수유시설을 돌아다니다보면 '아기쉼터', '유아 휴게실', '수유실', '가족 수유실', '아기사랑방' 등으로 명칭이 다양하며
영문조차도 ' Nursing room', 'Family Feeding Room', 'Mom's Lounge', 'Baby Lounge', Baby Care' 등등 각 설치 기관이나 관공서 담당자 또는 발주기관의 관심과 어휘 이해도에 따라 상이한 것이 현실입니다.
모유수유시설의 한글 명칭과 영문 명칭의 통일이 필요합니다. 어렵지도 않은 일인데, 정부기관에서 통일을 하지 않으니 의무적으로 설치해야 하는 관공서나 공공기관 또는 각 시설에서는 한글 명칭으로  '아기쉼터', '유아 휴게실', '수유실', '가족 수유실', '아기사랑방' 등등 다양한 명칭을 사용하고 있고, 이에 따라 영문 명칭조차도 ' Nursing room', 'Family Feeding Room', 'Mom's Lounge', 'Baby Lounge', Baby Care' 등으로 다양한 것이 현실입니다.
이런 점에 대해 정부기관에서 통일하기 곤란하면 서울시라도 나서서 서울시 관내의 모유수유시설에 대해 제안 플랫폼을 통해 서울시민들의 제안을 받고 전문가들의 의견을 수렴한 후 서울시민들이 투표할 수 있는  엠보팅과 같은 플랫폼을 이용하여 서울시민들이 가장 선호하는 모유수유시설의 한글 명칭과 영문 명칭을 통일하는 것입니다.
모유수유시설의 한글 명칭과 영문 명칭의 통일은 예산 낭비를 막고, 모유수유시설에 대한 하나된 인식을 서울시민들이 인지하고 공유할 수 있게 하며, 상대방에게 설명하거나 사고발생시 장소를 언급함에 있어 의사소통의 문제가 발생하지 않도록 하는데 기여할 것입니다.",웹크롤링 성공,검증용137_웹본문포함
PROP-194228,"★ 우리 소중한 아이들의 스쿨존은 지금, 충 / 분 / 히  안전한가요?","★ 우리 소중한 아이들의 스쿨존은 지금, 충 / 분 / 히  안전한가요?",2023-03-27,2023,68.0,0,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194228,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,유치원,상,직접관련,아동_안전환경: 안전/스쿨존 + 아이,기존 1차 직접키워드 수집,,"□ 목적 : 스쿨존에서 초등학생보행중 휴대폰 사용으로 인한 사고 방지

           어린이보호구역 사고 막는다‥보행 중 스마트폰 제한 (2022.07.20/뉴스투데이/MBC) ？

           https://youtu.be/hOW3QOM0caU



□ 우리아이들의 스쿨존은 지금,충/분/히 안전한가요?



 - 횡단보도용 바닥신호등,스마트 횡단보도,횡단보도 음성안내 보조장치등

   '횡단보도 신호등 연동 전용 장치'들이 등하굣길에서

    아이들을 스몸비로 인한 위험으로부터 충분히 지켜줄 수 있을까요?



 - ‘스몸비’사고 막자...세금 쏟아붓는데 효과는?

   사고방지 장치들이 속속 도입되고 있지만 확실한 안전보장은어려운 상황,

   길을 걸을때 폰을 보지 않는 것만이 위험을 차단하는유일한 방법(MBC, 2019.7)



 - 상대적으로 훨씬 더 위험할 수 있는

    ▲차와 사람이 뒤엉켜 다니는이면도로 ▲신호등 없는 횡단보도가

    스몸비-키즈*에 대한 안전사각지대는 아닐까요?

    *스몸비-키즈:스마트폰만 쳐다보고 걸어가는'스몸비(Smombie)족’과 '키즈(kids)'의 합성어로,

    등하굣길에 스마트폰만 보고 다니는초등학생들을 가리키는 신조어



□ ‘스쿨존은 어린이 사고존'이라 불릴 만큼 사고가 지속 발생



   - 12세 이하 어린이 스쿨존사고 최근5년간 연간평균523건 발생

      2017년比44건(9.2%),사상자70명(14.1%)증가(도로교통공단2021)



   - 어린이 교통사고 사망10건 중1건은 스쿨존에서 발생(뉴시스)



   - 스마트폰 보며 걷다가 차도로 불쑥…교통안전 블랙홀‘스몸비와의전쟁’

      초등학생10명 중8명 걸으면서 휴대폰 사용(동아일보,삼성교통안전문화연구소)



□ 수혜자 : 학생 및 보호자



□ 대   상 : 7개 초등학교 스쿨존

   2021년‘스쿨존내 어린이 사고 다발지’ 서울특별시 관내 7개소

  강북구/강서구/관악구/노원구/은평구 각 1개소, 영등포구 2개소

  수유초(강북구), 공진초(강서구), 난우초(관악구), 청계초(노원구),

  도림초/선유초(영등포구). 갈현초(은평구)

   (출처:도로교통공단 교통사고분석시스템TASS)

   (분석조건:반경300m내,대상사고2건이상 또는 사망사고 발생지역)



   **스쿨존:초등학교 및 유치원 주출입문에서 반경300m이내의주통학로를

     보호구역으로 지정하여 교통안전시설물 및 도로부속물설치로

     학생들의 안전한 통학공간을 확보하여 교통사고를 예방하기위한 제도



□ 파급효과

   서울특별시 전역 ‘스쿨존 사고다발지역 초등학교’중심으로 우선 확산하여

   안전한 등하굣길 조성을 위한‘스쿨존 안전망’구축",웹크롤링 성공,검증용137_웹본문포함
PROP-194156,교재비 지원,교재비 지원,2023-03-10,2023,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=194156,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,교재비,상,직접관련,교재비,확장 1차 생활키워드 수집,,"자격증 공부를 위한 '교재비 지원' 정책을 제안합니다. 
취업준비를 위해 자격증 공부를 시작하고자 해도 교재 비용에 대한 부담이 적지 않다고 생각합니다.
따라서,
- 온라인 서점에서 자격증 관련 서적은 요구조건에 맞는 대상자임을 인증하면 할인해주는 쿠폰을 발급하거나
- 오프라인 서점에서만 사용할 수 있는 포인트 형식이나 문화상품권을 지급하는 등의 
방식을 통해 교재비를 지원받는 정책을 제안드립니다.",웹크롤링 성공,검증용137_웹본문포함
