proposal_id,title,issue_type,severity,detail,current_category,current_department,current_policies,recommendation
PROP-194248,다자녀혜택 교육도(서울런) 확대부탁드립니다,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-194248,다자녀혜택 교육도(서울런) 확대부탁드립니다,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-194167,다자녀혜택 연령 상한 폐지 제안,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-194167,다자녀혜택 연령 상한 폐지 제안,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-194167,다자녀혜택 연령 상한 폐지 제안,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-194156,교재비 지원,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-193970,도시가스 다자녀 관련,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-193726,야간 소아응급 의료진 확충 방안 건의,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-193638,어린이 보호구역 알림 전광판,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-192909,"다자녀 할인 서울시 전역(강서구, 양천구....)",POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-192909,"다자녀 할인 서울시 전역(강서구, 양천구....)",POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-192909,"다자녀 할인 서울시 전역(강서구, 양천구....)",POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-192382,아이들이 노는곳에 안전시설이 부족하다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-192172,장애아동을 위한 전용 미용(헤어컷)시설 설치를 제안합니다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-192150,신혼부부 특별공급 자격요건 수정요청드립니다,TAG_REVIEW,medium,"현재 태그=주거·교통·도시생활환경, 태그 핵심어 약함",주거·교통·도시생활환경,저출생사업1팀,신혼부부 결혼ㆍ살림비용 지원; 신혼희망타운; 신혼부부 전용 주택 구입 자금 대출; 신혼부부 임차보증금 이자 지원,본문 기준 수동 재검토
PROP-191846,육아 예술가들의 고독감을 해결하기 위한 육아하는 예술가들의 수다방 ( 手茶房: 창작하고 이야기하고 고민을 나누는 육아 예술가들의 쉼터),TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-191811,아동을 위한 녹지 및 놀이시설 부족 문제와 해결방안,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-191792,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-191711,서울시시립 어린이병원 주차장(내곡동),TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-191498,어린이 보호구역 주정차 금지,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-191449,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-191088,독립문 공원 건너편 &#34;독립운동가 가족을 생각하는 작은집&#34;  조적벽돌 교체해야 합니다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-190761,아이들 안전한 등하교길을 만들어주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-190756,"필수목적, 예방접종 신청의 건",TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-190708,코로나 예방접종 문의 연락절대불가,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-190647,어린이 보호구역 교차로 방지턱,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-190338,사무실 밀집 지역에 아이들을 위한 공간을 마련하면 좋을 것 같습니다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,서울시 중소기업 워라밸 포인트제; 서울형 강소기업 지원; 서울형 강소기업 지원(사업종료); 서울형 육아휴직장려금; 서울형 육아휴직장려금(사업종료),본문 기준 수동 재검토
PROP-190300,신혼부부 코로나 예방접종도 빠른일정에 넣어주세요,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,신혼부부 결혼ㆍ살림비용 지원; 신혼희망타운; 신혼부부 전용 주택 구입 자금 대출; 신혼부부 임차보증금 이자 지원,본문 기준 수동 재검토
PROP-190293,코로나19 예방접종증명서,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-190204,유기견들에게 예방접종을 해주세요,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-190111,코로나 예방접종 예진에 대한 제안,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-189861,다자녀혜택에 대해 서울시와 경기도를 구분하지 맙시다,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-189861,다자녀혜택에 대해 서울시와 경기도를 구분하지 맙시다,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-189861,다자녀혜택에 대해 서울시와 경기도를 구분하지 맙시다,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-189144,육아수당이나 출생지원금이나 좀 제발 국민좀 챙겨요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-188850,어린이보호구역에 깃발을 설치해주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-188658,북서울 꿈의숲 유아숲체험장,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-188612,예식을 앞둔 신혼부부입니다,TAG_REVIEW,medium,"현재 태그=주거·교통·도시생활환경, 태그 핵심어 약함",주거·교통·도시생활환경,저출생사업1팀,신혼부부 결혼ㆍ살림비용 지원; 자녀출산 무주택가구 주거비 지원; 신혼희망타운; 신혼부부 전용 주택 구입 자금 대출; 신혼부부 임차보증금 이자 지원,본문 기준 수동 재검토
PROP-188280,기업들의 직원식당을 이용하여 현재의 엄마아빠 미래의 엄마아빠가 아이들에게 따뜻한 밥을 제공해줍시다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,서울형 육아휴직장려금; 서울형 육아휴직장려금(사업종료); 1인 자영업자 등 배우자 출산휴가급여 지원; 배우자 출산휴가 지원금; 육아휴직장려금,본문 기준 수동 재검토
PROP-188272,각 주민센터마다 아이스팩을 재활용할 수 있는 시스템을 만들어주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-187657,어린이보호구역,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-187097,어린이보호구역 간판 설치,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-186804,민식법 실효성 높이려면 어린이 보호구역  과속 방지턱 두개 이상 연속 설치 전국적으로 시행 제안,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-186685,"기저귀 전용 배출봉투 제작, 배포",TAG_REVIEW,medium,"현재 태그=다자녀·양육비·생활지원, 태그 핵심어 약함",다자녀·양육비·생활지원,저출생사업1팀,,본문 기준 수동 재검토
PROP-186632,구별로 영유아 마스크 공급 동일하게해주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-186295,"박물관, 미술관, 도서관등 아이들이 이용하는 공공시설에 공기청정기 설치",TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-185872,어린이보호구역 스쿨존 도로 형태 변경을 제안합니다.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-185511,어린이대공원을 아이들과 미래세대를 위한 &#39;지혜의 바다&#39;로 만들어주세요!!!,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-185480,"아동 양육 수당을 현금 지급이 아닌 바우처나 쿠폰, 공공시설 이용 포인트로 전환해주세요",TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,저소득층 기저귀조제분유 취약계층 지원 (사회서비스전자바우처); 농식품바우처 취약계층 지원; 과학문화 바우처 취약계층 지원,본문 기준 수동 재검토
PROP-185383,어린이공원 내에 젊은 부모들의 감성을 자극하는 테마공원을 조성해주세요.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-185302,아이와 조부모가 함께 할 수 있는 공간을 만들어주세요,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-185286,조부모 공동육아 및 조부모 육아교실,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-185280,조부모육아경제지원,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-185277,조부모육아경제적지원해주세요,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-185272,조부모 육아,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-184945,어린이 노인장애인보호구역 도로표시  지그자그로,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184905,아동들의 놀 공간을 찾아주세요!,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184904,아이들만의 쉬는 공간이 필요해요!!,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184899,무료로 아이들이 놀수 있는 시설을 마련해주세요.,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184898,아이들을 위한 놀이공간이 필요합니다,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184889,아이들을 위한 실내 놀이공간에 대한  의견,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184886,아이들을 위한 실내 공간에 대한 나의 의견,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184649,공영주차장에 아파트를  건축하여 저소득층이나 신혼부부에게 저렴하게 분양하자,TAG_REVIEW,medium,"현재 태그=주거·교통·도시생활환경, 태그 핵심어 약함",주거·교통·도시생활환경,저출생사업1팀,신혼부부 결혼ㆍ살림비용 지원; 신혼희망타운; 신혼부부 전용 주택 구입 자금 대출; 신혼부부 임차보증금 이자 지원,본문 기준 수동 재검토
PROP-184568,공동육아  참여하는 부모님들 위한 심리 프로그램 마련해주세요!,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184566,각 지역 공동육아 단체들과 교류할수 있게 해주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184404,다자녀혜택 경기도와 교류~,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-184404,다자녀혜택 경기도와 교류~,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-184264,아이들의 놀이공간,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-184161,다자녀공영주차장할인제도개선사항,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-184161,다자녀공영주차장할인제도개선사항,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-184161,다자녀공영주차장할인제도개선사항,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-184041,"길고양이 입양시 중성화 수술, 예방접종 비용 지원 및 쉼터조성을 통한 길고양이 관련 민원 해소 대책 마련",TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-183924,안전지킴이(아이들에게 기쁨을!),TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-183684,어르신들의 산책로와  아이들의 안전한 숲을 지켜주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-183353,다자녀 전용주차장 설치,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-183353,다자녀 전용주차장 설치,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-183129,보건소에서 예비맘을 위한 예비맘 키트를 제공해주셨으면 좋겠어요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-182392,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,TAG_REVIEW,medium,"현재 태그=주거·교통·도시생활환경, 태그 핵심어 약함",주거·교통·도시생활환경,저출생사업1팀,신혼부부 결혼ㆍ살림비용 지원; 신혼희망타운; 신혼부부 전용 주택 구입 자금 대출; 신혼부부 임차보증금 이자 지원,본문 기준 수동 재검토
PROP-182161,어린이 노인보호구역 신호등커버나 기둥에 노란색 칠하기,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-182108,어린이 보호구역 신호등 노란색 칠하기,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-181921,큰 건물의 하수처리 시설 설치를 지원해 주세요. (열섬 현상 개선 아이디어),TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-181473,다자녀가정 할인 정책,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-181473,다자녀가정 할인 정책,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-181300,유아용 체험학습장소 실내식사장소 확대해주세요,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-181229,월컴 키즈존 - 아이들과 함께하는 행복한 식사,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-181015,서울시 어린이 보호구역 안전휀스 개선,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-180989,서울시내 도로교통법 바껴야한다고 봅니다. (시내한복판/스쿨존/어린이보호구역/노인보호구역),TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-180667,다자녀 혜택논의,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-180667,다자녀 혜택논의,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-180655,저출산 대책) 다자녀 가정 차량 운영 지원건,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,출산·산후 초기지원,가족건강팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-180628,다자녀 장학생 역차별 제도개선,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-180628,다자녀 장학생 역차별 제도개선,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-180628,다자녀 장학생 역차별 제도개선,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-180585,서울시 어린이 보호구역 안전휀스 개선,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-180422,서울시 25개 자치구청 보건소 예방접종 의료진료기록 평생관리 개선토록 개선,TAG_REVIEW,medium,"현재 태그=보육·돌봄 인프라, 태그 핵심어 약함",보육·돌봄 인프라,돌봄사업팀,,본문 기준 수동 재검토
PROP-180406,육아열차운행,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,가족지원팀,외국인 가사(육아)인력 시범사업; 영아 전담 아이돌봄서비스; 1인 자영업자 등 배우자 출산휴가급여 지원; 1인 자영업자?프리랜서 배우자 출산휴가 지원금; 배우자 출산휴가 지원금,본문 기준 수동 재검토
PROP-180253,미세먼지 대피소로 아이들을 위한 대형실내놀이터를 제안합니다!!,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-180104,서울시 다자녀 가정에 층간소음 방지 용품 무상 지원 대책,POLICY_REMOVED,high,공공요금 감면 요구가 아닌 제안에 공공요금 정책 후보: 다자녀 가구 하수도사용료 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 하수도사용료 감면,자동 제거 완료
PROP-180104,서울시 다자녀 가정에 층간소음 방지 용품 무상 지원 대책,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀 가구 자동차 취득세 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀 가구 자동차 취득세 감면,자동 제거 완료
PROP-180104,서울시 다자녀 가정에 층간소음 방지 용품 무상 지원 대책,POLICY_REMOVED,high,차량 취득세 요구가 아닌 제안에 취득세 정책 후보: 다자녀가구 자동차 취득세 취약계층 감면,다자녀·양육비·생활지원,저출생사업1팀,다자녀가구 자동차 취득세 취약계층 감면,자동 제거 완료
PROP-202432,서울시 양육지원 서비스 이용대상 확대 및 종로구 백일·돌상 촬영공간 조성 건의,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-202389,친환경 수열 에너지 및 빗물 순환 기술을 적용한 '[자양한강도서관] 유수지 복합 스포츠센터(아이스링크)' 건립 제안,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-202344,유아숲체험원 운영 용역사업 평가 개선 건의문,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
PROP-202264,[BTF푸른나무재단] 아이들이 안전한 학교를 위한 학교폭력 예방 및 대응 정책 제안서 전달,TAG_REVIEW,medium,"현재 태그=정보·상담·교육·거버넌스, 태그 핵심어 약함",정보·상담·교육·거버넌스,저출생사업1팀,,본문 기준 수동 재검토
